# sqrt_k_eta0 h omega_b omega_cdm A_s n_s
3.80819197e+00 7.12310131e-01 2.19575802e-02 1.19811660e-01 2.10089214e-09 9.70405340e-01
3.44466962e+00 6.99554228e-01 2.19534276e-02 1.16279133e-01 2.28908166e-09 9.71859696e-01
3.66214764e+00 7.03032652e-01 2.22773430e-02 1.16993403e-01 2.18479880e-09 9.63808898e-01
3.65550851e+00 6.92515214e-01 2.19580971e-02 1.17092888e-01 2.19135544e-09 9.58279795e-01
3.38849256e+00 7.04533889e-01 2.21625384e-02 1.12629983e-01 2.27022819e-09 9.57847798e-01
3.37706039e+00 7.05286809e-01 2.18074731e-02 1.12723949e-01 2.02250359e-09 9.72625003e-01
3.40824591e+00 6.54065331e-01 2.19387647e-02 1.15774288e-01 2.03108651e-09 9.61367543e-01
3.57941251e+00 6.71247112e-01 2.22982051e-02 1.14047199e-01 2.01237319e-09 9.68547153e-01
3.63127569e+00 7.01485274e-01 2.22429238e-02 1.16407302e-01 2.05778491e-09 9.69969437e-01
3.45325161e+00 7.18320422e-01 2.21345490e-02 1.12446483e-01 2.17478222e-09 9.64536387e-01
3.45315042e+00 7.21229164e-01 2.18135016e-02 1.16991137e-01 1.95867568e-09 9.59334971e-01
3.65025406e+00 7.09045048e-01 2.18511510e-02 1.12225706e-01 2.11465043e-09 9.64933186e-01
3.41425708e+00 6.59506934e-01 2.17079525e-02 1.16695983e-01 2.11544824e-09 9.62654489e-01
3.41393338e+00 7.12601683e-01 2.17508990e-02 1.15500846e-01 1.99272414e-09 9.67947947e-01
3.64330449e+00 6.81453189e-01 2.23029352e-02 1.26355310e-01 2.17129622e-09 9.73380117e-01
3.44979909e+00 7.24150552e-01 2.21093180e-02 1.16007757e-01 2.16727116e-09 9.59575733e-01
3.31802902e+00 6.91211867e-01 2.21143801e-02 1.17801485e-01 2.12468664e-09 9.66203680e-01
3.55657087e+00 6.94517246e-01 2.22377485e-02 1.07264530e-01 2.20504715e-09 9.60829058e-01
3.93607473e+00 6.85580160e-01 2.17189371e-02 1.22028451e-01 1.92348982e-09 9.75302503e-01
3.45366106e+00 6.64546161e-01 2.19182880e-02 1.21427776e-01 1.95624309e-09 9.68741480e-01
3.57048103e+00 6.98915290e-01 2.18318434e-02 1.20755932e-01 2.01825613e-09 9.68418769e-01
3.48663437e+00 7.12330248e-01 2.20770531e-02 1.17727527e-01 2.17709303e-09 9.55941833e-01
3.41060544e+00 7.11576455e-01 2.21235199e-02 1.24332795e-01 1.98363280e-09 9.62863714e-01
3.77581360e+00 7.20488165e-01 2.17619367e-02 1.15557409e-01 2.03359276e-09 9.57338668e-01
3.68211418e+00 7.12735063e-01 2.17009022e-02 1.20921104e-01 2.15978091e-09 9.61673081e-01
3.50496236e+00 6.92983430e-01 2.19563740e-02 1.14270371e-01 2.18704779e-09 9.68791018e-01
3.41691365e+00 6.96680936e-01 2.18550093e-02 1.18044673e-01 1.98086820e-09 9.61779461e-01
3.36511156e+00 7.27450872e-01 2.23034744e-02 1.19266722e-01 2.29212854e-09 9.58823908e-01
3.76741889e+00 6.71632576e-01 2.20294981e-02 1.22576816e-01 2.25150724e-09 9.70976536e-01
3.50605954e+00 6.47651019e-01 2.20744197e-02 1.13907092e-01 2.03471227e-09 9.65853491e-01
3.56616202e+00 6.86752140e-01 2.23945743e-02 1.14991837e-01 2.05395406e-09 9.70261525e-01
3.84232751e+00 6.82454667e-01 2.20294637e-02 1.21064432e-01 2.00707153e-09 9.63888726e-01
3.57117399e+00 6.99966833e-01 2.20487784e-02 1.15656773e-01 2.11235059e-09 9.65260554e-01
4.19223874e+00 7.11161426e-01 2.17135312e-02 1.18927766e-01 2.06116762e-09 9.66632675e-01
3.41867519e+00 7.06797656e-01 2.21739177e-02 1.14846120e-01 2.32203823e-09 9.62295057e-01
3.71070556e+00 7.45753854e-01 2.19283617e-02 1.25362031e-01 2.09748085e-09 9.59355293e-01
3.36026687e+00 7.17351873e-01 2.19249912e-02 1.16675667e-01 2.15946944e-09 9.68558321e-01
3.56877472e+00 6.90066302e-01 2.18247882e-02 1.16384743e-01 2.23766304e-09 9.59728736e-01
3.41742176e+00 7.24209617e-01 2.20082825e-02 1.11974687e-01 2.21231416e-09 9.65627554e-01
3.81204755e+00 7.06214972e-01 2.23705768e-02 1.16887074e-01 2.04585298e-09 9.64854825e-01
3.39369335e+00 7.19938911e-01 2.22521650e-02 1.22471901e-01 2.16073395e-09 9.68855200e-01
3.61820173e+00 6.93379303e-01 2.20208646e-02 1.23980909e-01 2.06994181e-09 9.64807468e-01
3.92653600e+00 6.95595109e-01 2.20206842e-02 1.16178646e-01 2.23073975e-09 9.70733224e-01
3.95337184e+00 7.20783175e-01 2.19379624e-02 1.19233671e-01 2.18604671e-09 9.63167931e-01
3.77173053e+00 6.67196673e-01 2.16060183e-02 1.22599124e-01 2.12179995e-09 9.72550307e-01
3.83480796e+00 7.21940240e-01 2.20884747e-02 1.23219208e-01 2.31661829e-09 9.65217430e-01
3.70943094e+00 7.17454356e-01 2.17942236e-02 1.15524183e-01 2.24304048e-09 9.61815324e-01
3.38389349e+00 7.25591165e-01 2.21544204e-02 1.22909276e-01 2.09823509e-09 9.68294677e-01
3.80690919e+00 7.03143970e-01 2.21488039e-02 1.26965705e-01 1.87859262e-09 9.52436149e-01
3.29800471e+00 6.92203647e-01 2.19453494e-02 1.20130581e-01 2.21762886e-09 9.59845161e-01
3.50166405e+00 7.34094827e-01 2.18334052e-02 1.18077315e-01 1.95988223e-09 9.61869520e-01
3.63364367e+00 7.32949275e-01 2.17931239e-02 1.25557621e-01 2.25408777e-09 9.60645073e-01
4.04887160e+00 6.91116673e-01 2.21863374e-02 1.25474723e-01 2.11357024e-09 9.62358003e-01
3.80194230e+00 7.34971898e-01 2.20323297e-02 1.22826624e-01 2.05730841e-09 9.64595395e-01
3.35977764e+00 7.04697109e-01 2.20424161e-02 1.19816829e-01 2.18980615e-09 9.64555578e-01
3.33406686e+00 6.84097101e-01 2.17262570e-02 1.17163850e-01 2.11035883e-09 9.65950136e-01
3.78406381e+00 6.98275680e-01 2.17786811e-02 1.18583098e-01 1.95144820e-09 9.65515446e-01
3.78703125e+00 7.11043090e-01 2.21545928e-02 1.22393201e-01 1.97326134e-09 9.66715632e-01
3.56387040e+00 6.81641534e-01 2.19089276e-02 1.20127162e-01 2.05695357e-09 9.65232944e-01
3.65474622e+00 7.16164014e-01 2.23261599e-02 1.22651173e-01 2.10332129e-09 9.69064131e-01
3.58344708e+00 6.84150115e-01 2.20742104e-02 1.14974926e-01 2.16668711e-09 9.70421237e-01
3.91442587e+00 6.79220861e-01 2.18843156e-02 1.14657126e-01 2.14240143e-09 9.64961008e-01
3.44268242e+00 7.00136727e-01 2.19041973e-02 1.14516839e-01 2.07939026e-09 9.66782760e-01
3.56167744e+00 7.23079365e-01 2.17223194e-02 1.19988433e-01 1.97666678e-09 9.68364893e-01
3.62470214e+00 7.25517175e-01 2.19867186e-02 1.15061397e-01 2.02374033e-09 9.63696264e-01
3.57771693e+00 7.07596926e-01 2.22860257e-02 1.18186469e-01 2.06618310e-09 9.72917877e-01
3.50501835e+00 7.27924405e-01 2.16230143e-02 1.20321127e-01 2.09600329e-09 9.62864666e-01
3.67059016e+00 7.14304582e-01 2.18464513e-02 1.17342588e-01 2.09493012e-09 9.69415500e-01
3.65360499e+00 7.17317875e-01 2.21710319e-02 1.13842929e-01 2.33481345e-09 9.61691580e-01
3.64561706e+00 7.22791707e-01 2.19041190e-02 1.18516109e-01 2.06757992e-09 9.67727214e-01
3.85243201e+00 6.93844300e-01 2.19954028e-02 1.23933821e-01 2.07358931e-09 9.65999382e-01
3.63664959e+00 7.41605084e-01 2.20809841e-02 1.17966105e-01 2.11172288e-09 9.61089695e-01
3.30377942e+00 6.75998815e-01 2.19980396e-02 1.23787409e-01 2.04668739e-09 9.73336895e-01
3.55248973e+00 7.15451783e-01 2.21102069e-02 1.21115676e-01 2.11068936e-09 9.66671527e-01
3.61910753e+00 6.76197949e-01 2.19886192e-02 1.26892055e-01 1.99814400e-09 9.70486309e-01
3.31573392e+00 7.30328513e-01 2.22383451e-02 1.18325926e-01 2.14505141e-09 9.60754436e-01
3.35169616e+00 7.07712490e-01 2.19858364e-02 1.18174050e-01 2.07145972e-09 9.61672012e-01
3.29394990e+00 7.45031314e-01 2.17753530e-02 1.23625398e-01 1.93711039e-09 9.62946159e-01
3.66863862e+00 7.46883658e-01 2.17886654e-02 1.20271916e-01 2.03029122e-09 9.59083832e-01
3.83987350e+00 7.25467139e-01 2.18998145e-02 1.22473613e-01 2.01370424e-09 9.63035247e-01
3.37282901e+00 6.95663680e-01 2.22187817e-02 1.13669640e-01 1.91046342e-09 9.61061947e-01
3.72768780e+00 7.25654000e-01 2.18712081e-02 1.20325821e-01 2.13556583e-09 9.64255646e-01
3.52179011e+00 7.29073268e-01 2.20191809e-02 1.21260864e-01 2.12699655e-09 9.64465376e-01
3.58996969e+00 7.02948311e-01 2.17861303e-02 1.22128305e-01 2.00053013e-09 9.70477091e-01
3.46803599e+00 7.20347645e-01 2.22294397e-02 1.15021450e-01 2.15519170e-09 9.66163418e-01
3.91739968e+00 6.91894133e-01 2.19178279e-02 1.16252132e-01 2.11860111e-09 9.64485330e-01
3.65134247e+00 7.29704306e-01 2.20552273e-02 1.21952340e-01 2.07615710e-09 9.66536919e-01
3.37593556e+00 7.02647457e-01 2.20088414e-02 1.26909136e-01 1.99684422e-09 9.65154646e-01
3.61056224e+00 6.85206045e-01 2.20252656e-02 1.23438560e-01 2.29204464e-09 9.68164477e-01
3.83094573e+00 6.91109281e-01 2.15443394e-02 1.15765212e-01 2.03097435e-09 9.66121747e-01
3.78373236e+00 7.01181992e-01 2.17206973e-02 1.19940685e-01 2.12090536e-09 9.63207871e-01
3.57662050e+00 7.02396684e-01 2.21574963e-02 1.25973080e-01 1.98431548e-09 9.62454253e-01
3.21013072e+00 7.01897359e-01 2.20435537e-02 1.20007620e-01 2.14857681e-09 9.65879852e-01
3.35711828e+00 7.08104599e-01 2.19499788e-02 1.18246448e-01 1.97962351e-09 9.62349788e-01
3.47135158e+00 7.42668061e-01 2.19882117e-02 1.18247465e-01 2.27508410e-09 9.61194912e-01
3.42686401e+00 6.85304515e-01 2.21870491e-02 1.22074424e-01 2.11230168e-09 9.65953182e-01
3.61463448e+00 7.04412288e-01 2.20394992e-02 1.20437290e-01 1.93231323e-09 9.64140466e-01
3.38254989e+00 6.96410862e-01 2.16655238e-02 1.23458217e-01 2.20793584e-09 9.64342690e-01
3.56491293e+00 6.73045061e-01 2.19940166e-02 1.14652536e-01 2.13919632e-09 9.62237417e-01
3.38658957e+00 6.68754908e-01 2.19667351e-02 1.27621824e-01 2.18724826e-09 9.65759062e-01
3.71359978e+00 7.17311611e-01 2.20541718e-02 1.18539215e-01 2.12815126e-09 9.68509209e-01
3.58564962e+00 6.98881365e-01 2.22416919e-02 1.22325690e-01 2.10576435e-09 9.64949110e-01
3.31449191e+00 6.99258345e-01 2.22652394e-02 1.13716639e-01 2.26179072e-09 9.66228381e-01
3.72105271e+00 6.82138796e-01 2.18397064e-02 1.24319513e-01 2.18688124e-09 9.67174019e-01
3.59675821e+00 6.84540129e-01 2.19150651e-02 1.19735967e-01 2.06020083e-09 9.70080171e-01
3.62684568e+00 7.11411990e-01 2.19633556e-02 1.13259435e-01 2.05369450e-09 9.61661421e-01
3.16681655e+00 7.05994207e-01 2.22213821e-02 1.19561765e-01 2.17542872e-09 9.61400254e-01
3.36494351e+00 6.88081505e-01 2.19165809e-02 1.21805616e-01 1.97957925e-09 9.69333055e-01
3.70521639e+00 6.81654483e-01 2.22081049e-02 1.15076645e-01 1.97085506e-09 9.66268465e-01
3.34062848e+00 6.91541037e-01 2.17972695e-02 1.23995070e-01 2.06033773e-09 9.65364485e-01
3.49288094e+00 7.07434944e-01 2.20201348e-02 1.14790871e-01 2.17765137e-09 9.67192645e-01
3.49701199e+00 6.83842667e-01 2.17843621e-02 1.21266378e-01 2.15960810e-09 9.66914273e-01
3.67801981e+00 6.89864171e-01 2.18055786e-02 1.22717514e-01 2.12168800e-09 9.69144575e-01
3.67407056e+00 7.10565066e-01 2.19815073e-02 1.22507609e-01 2.01889536e-09 9.65128503e-01
3.72661876e+00 6.77275401e-01 2.18031776e-02 1.22892282e-01 1.98877033e-09 9.60486171e-01
3.35085612e+00 7.26766555e-01 2.20311019e-02 1.16796985e-01 2.09282857e-09 9.67857207e-01
3.44110201e+00 6.77351585e-01 2.20867876e-02 1.20731159e-01 2.10526992e-09 9.66775263e-01
3.15499366e+00 6.83960819e-01 2.18777945e-02 1.20308507e-01 2.17791410e-09 9.65352524e-01
3.67471449e+00 6.63082486e-01 2.19301058e-02 1.15997413e-01 1.87892479e-09 9.63410081e-01
3.52631713e+00 6.91576093e-01 2.16761070e-02 1.26665176e-01 2.16357951e-09 9.71119435e-01
3.37033777e+00 7.33569960e-01 2.19206000e-02 1.19348999e-01 2.14702320e-09 9.61612701e-01
3.72128344e+00 6.86254136e-01 2.21667252e-02 1.22526457e-01 1.96786628e-09 9.62608213e-01
3.85253602e+00 7.21732818e-01 2.19699049e-02 1.21115904e-01 2.01280985e-09 9.57373842e-01
3.53371494e+00 6.82217084e-01 2.19044354e-02 1.23656254e-01 2.05160097e-09 9.69172596e-01
3.52930880e+00 6.77307447e-01 2.18762876e-02 1.09315070e-01 2.22302491e-09 9.57487733e-01
3.80728328e+00 6.86999007e-01 2.20800305e-02 1.15123016e-01 2.02370974e-09 9.57328954e-01
3.84711575e+00 6.66797536e-01 2.19905926e-02 1.16845200e-01 2.31946649e-09 9.67720445e-01
3.83930161e+00 7.34276808e-01 2.21014194e-02 1.15193151e-01 1.95711189e-09 9.63987386e-01
3.74431084e+00 6.94553987e-01 2.22767039e-02 1.11257263e-01 2.15648959e-09 9.59846613e-01
3.30091929e+00 6.99560387e-01 2.24488401e-02 1.22858974e-01 2.04219287e-09 9.70451570e-01
3.54784683e+00 7.15379582e-01 2.22059488e-02 1.22110816e-01 2.11667896e-09 9.66242294e-01
3.47691912e+00 6.61344087e-01 2.19342079e-02 1.22052719e-01 2.17526358e-09 9.63724002e-01
4.06054022e+00 7.12058739e-01 2.17683702e-02 1.22752312e-01 2.06960743e-09 9.66246982e-01
3.43422380e+00 6.92301577e-01 2.16820678e-02 1.18281670e-01 2.07810845e-09 9.57999881e-01
3.75705497e+00 6.96814437e-01 2.23333924e-02 1.12132084e-01 2.09693044e-09 9.62635749e-01
3.67770905e+00 6.74702665e-01 2.18226005e-02 1.24974725e-01 2.11328622e-09 9.63252265e-01
3.59142584e+00 6.94899819e-01 2.23145992e-02 1.16647200e-01 2.05043589e-09 9.62871976e-01
3.73860297e+00 6.98928584e-01 2.20572537e-02 1.20979820e-01 2.06879547e-09 9.72830907e-01
3.72462318e+00 7.10798548e-01 2.20766168e-02 1.24489671e-01 2.12255897e-09 9.66972326e-01
3.69209262e+00 7.10106023e-01 2.17927441e-02 1.17256576e-01 2.06949273e-09 9.64272499e-01
3.74442556e+00 7.37768371e-01 2.17041546e-02 1.18733076e-01 2.12574570e-09 9.68048019e-01
3.60879057e+00 6.85460865e-01 2.18529415e-02 1.26129561e-01 2.10518564e-09 9.63123811e-01
3.43275845e+00 7.09911157e-01 2.18655641e-02 1.20301571e-01 2.21213818e-09 9.64107420e-01
3.72608189e+00 7.02857258e-01 2.22537398e-02 1.23500007e-01 2.14739486e-09 9.56270767e-01
3.47126080e+00 6.78220772e-01 2.17962909e-02 1.22240472e-01 2.15437172e-09 9.60836334e-01
3.83340280e+00 7.14308253e-01 2.22123784e-02 1.22646394e-01 2.11360250e-09 9.64781392e-01
3.53915879e+00 6.67218719e-01 2.20965157e-02 1.19280278e-01 2.13664382e-09 9.70514791e-01
3.66319373e+00 7.25766021e-01 2.18695913e-02 1.24406549e-01 2.15638632e-09 9.65794443e-01
3.30308935e+00 7.07882807e-01 2.20575980e-02 1.17930194e-01 2.09527819e-09 9.57496236e-01
3.75380122e+00 7.16068160e-01 2.18838775e-02 1.22852910e-01 2.16427758e-09 9.59551522e-01
3.92576878e+00 7.04039155e-01 2.18527339e-02 1.13104424e-01 2.06234805e-09 9.68532963e-01
3.54488560e+00 7.20154489e-01 2.20775818e-02 1.20000253e-01 1.89809088e-09 9.62829922e-01
3.92251566e+00 7.03368549e-01 2.21871488e-02 1.19540014e-01 2.18752335e-09 9.66927436e-01
3.57937821e+00 6.84595850e-01 2.22151164e-02 1.19269302e-01 2.17465556e-09 9.70603314e-01
3.53331521e+00 6.57583579e-01 2.19647236e-02 1.22641828e-01 2.12014993e-09 9.66722984e-01
3.87211453e+00 7.28020396e-01 2.19320976e-02 1.17781266e-01 2.15162595e-09 9.67319240e-01
3.64845081e+00 6.81757932e-01 2.14738595e-02 1.20511486e-01 2.09252517e-09 9.61030192e-01
3.65380707e+00 6.95160201e-01 2.20533401e-02 1.17116275e-01 2.11550475e-09 9.68951088e-01
3.38562202e+00 7.03379769e-01 2.23315951e-02 1.22519391e-01 2.09117978e-09 9.69360153e-01
3.43038030e+00 6.36111726e-01 2.20155679e-02 1.13065804e-01 2.12354254e-09 9.60076796e-01
3.07084767e+00 7.18626487e-01 2.21671906e-02 1.18734254e-01 2.02319978e-09 9.64976188e-01
3.88717097e+00 7.09249401e-01 2.21241816e-02 1.22210020e-01 2.11118745e-09 9.60565743e-01
3.46967297e+00 7.02694365e-01 2.18473683e-02 1.24190894e-01 1.95083564e-09 9.66340098e-01
3.79825034e+00 6.96077711e-01 2.18396488e-02 1.27711401e-01 1.84677091e-09 9.66563068e-01
3.47281979e+00 7.03354179e-01 2.21008342e-02 1.20887054e-01 1.95282786e-09 9.71990137e-01
3.73824883e+00 7.08094853e-01 2.20791637e-02 1.16501112e-01 2.08976781e-09 9.70533568e-01
3.64187243e+00 6.81357903e-01 2.19102891e-02 1.21176908e-01 2.19826520e-09 9.72953389e-01
3.31262975e+00 7.02022522e-01 2.21600175e-02 1.12911901e-01 2.19469311e-09 9.62725082e-01
3.92310346e+00 6.85141245e-01 2.20958341e-02 1.18234256e-01 2.10864299e-09 9.75151828e-01
3.84368810e+00 7.05633011e-01 2.20227181e-02 1.15252097e-01 1.99947641e-09 9.67588689e-01
3.63117614e+00 6.87779045e-01 2.18476786e-02 1.23332753e-01 2.01108204e-09 9.59438207e-01
3.67418396e+00 6.75884451e-01 2.20041238e-02 1.23546346e-01 2.02938664e-09 9.73550471e-01
3.73895796e+00 7.19500914e-01 2.20164246e-02 1.18125281e-01 2.07154521e-09 9.68752354e-01
3.62394439e+00 7.10774929e-01 2.19640269e-02 1.22927739e-01 2.08641942e-09 9.65724221e-01
3.60557943e+00 7.02318488e-01 2.20976361e-02 1.21529236e-01 2.05924098e-09 9.68317589e-01
3.75398685e+00 6.98894788e-01 2.20138071e-02 1.21410415e-01 2.05493593e-09 9.64403625e-01
3.57121572e+00 7.07374976e-01 2.20517704e-02 1.22341305e-01 2.36587953e-09 9.69320243e-01
3.66168397e+00 6.68155855e-01 2.19936983e-02 1.20153795e-01 1.95155155e-09 9.67197937e-01
3.63378947e+00 6.90502198e-01 2.21668738e-02 1.23653302e-01 2.14743579e-09 9.65013396e-01
3.59763865e+00 7.60474403e-01 2.17789375e-02 1.20420563e-01 2.19952570e-09 9.68233879e-01
3.53865335e+00 6.68277220e-01 2.18326139e-02 1.20078678e-01 2.31385073e-09 9.71989893e-01
3.55722645e+00 7.03250792e-01 2.15568212e-02 1.12631956e-01 2.08502972e-09 9.70001310e-01
3.42967037e+00 6.90095758e-01 2.18340265e-02 1.18932724e-01 2.14553987e-09 9.70034700e-01
3.57423003e+00 6.70424933e-01 2.19180598e-02 1.25171289e-01 2.21011353e-09 9.63211722e-01
3.69130924e+00 6.85610906e-01 2.18600253e-02 1.24215797e-01 2.03055433e-09 9.67170111e-01
3.21871670e+00 7.11557936e-01 2.19735954e-02 1.22552396e-01 2.08778960e-09 9.62793506e-01
3.53628762e+00 7.38036735e-01 2.18157937e-02 1.21809079e-01 2.15770970e-09 9.62212251e-01
3.90484559e+00 6.96400864e-01 2.19503551e-02 1.21644764e-01 2.28664749e-09 9.67392321e-01
3.72666352e+00 7.01350568e-01 2.20919550e-02 1.23553126e-01 2.12771792e-09 9.67956665e-01
3.42929914e+00 7.18857951e-01 2.22466531e-02 1.21435748e-01 2.12670604e-09 9.63193466e-01
3.50391864e+00 7.05971146e-01 2.24491515e-02 1.21184505e-01 2.16007099e-09 9.66959342e-01
3.59087405e+00 6.96091482e-01 2.19099721e-02 1.18910057e-01 2.10260099e-09 9.60327392e-01
3.41007825e+00 6.59250834e-01 2.21450387e-02 1.23274143e-01 2.05377222e-09 9.64036498e-01
3.65994849e+00 7.01262415e-01 2.21042055e-02 1.15845180e-01 2.13051496e-09 9.67450660e-01
3.44812487e+00 7.15501600e-01 2.22403877e-02 1.31492300e-01 2.01148380e-09 9.65375428e-01
3.55880240e+00 6.83525057e-01 2.19339641e-02 1.11012033e-01 2.02291579e-09 9.70788366e-01
3.45494615e+00 7.14583104e-01 2.16283095e-02 1.20639097e-01 2.02814120e-09 9.62223951e-01
3.87967710e+00 7.21761052e-01 2.22617640e-02 1.14538000e-01 2.20987078e-09 9.65250113e-01
4.07360203e+00 7.09052982e-01 2.13036814e-02 1.23159774e-01 2.27377461e-09 9.61498404e-01
3.74793622e+00 6.87144917e-01 2.15125600e-02 1.22785541e-01 1.90605913e-09 9.63589357e-01
3.59889998e+00 6.76148586e-01 2.18989660e-02 1.09508980e-01 2.08138708e-09 9.63421886e-01
3.65122975e+00 7.03346851e-01 2.19921082e-02 1.27506849e-01 2.14642776e-09 9.65279772e-01
3.92952790e+00 7.22306629e-01 2.19285625e-02 1.21794022e-01 2.17021391e-09 9.62215883e-01
3.72763453e+00 6.60568437e-01 2.18070323e-02 1.17717618e-01 2.15496997e-09 9.68670701e-01
3.58796032e+00 7.07160518e-01 2.17301562e-02 1.17936333e-01 2.10700297e-09 9.68819071e-01
3.53615624e+00 6.78617218e-01 2.20973248e-02 1.24694778e-01 1.87995776e-09 9.61410989e-01
3.81514084e+00 6.94636899e-01 2.20797541e-02 1.15057629e-01 1.97722655e-09 9.64212632e-01
3.36068898e+00 7.11295181e-01 2.23316703e-02 1.12362494e-01 2.03673163e-09 9.67132309e-01
3.47345958e+00 6.89671141e-01 2.21334178e-02 1.18500853e-01 2.06583719e-09 9.69547138e-01
3.54560813e+00 6.88471587e-01 2.20033971e-02 1.26023223e-01 2.16365507e-09 9.69019098e-01
3.46387247e+00 6.90123695e-01 2.18724141e-02 1.20526850e-01 2.10918192e-09 9.64475943e-01
3.63572109e+00 6.92751252e-01 2.21098402e-02 1.13907298e-01 2.17509704e-09 9.59801624e-01
3.47804510e+00 6.52025646e-01 2.17567426e-02 1.22805880e-01 1.96781628e-09 9.61240822e-01
3.38292873e+00 6.79529247e-01 2.20598000e-02 1.19234841e-01 1.88503835e-09 9.71211418e-01
3.68101484e+00 7.18007601e-01 2.20853607e-02 1.20241736e-01 1.90350918e-09 9.71281221e-01
3.42486696e+00 7.11606424e-01 2.21492964e-02 1.24699025e-01 2.04324011e-09 9.61786660e-01
3.72003968e+00 7.27349225e-01 2.19409110e-02 1.19657716e-01 2.17774067e-09 9.69269918e-01
4.09492895e+00 6.80499121e-01 2.20818837e-02 1.18915121e-01 2.04536474e-09 9.70155513e-01
3.44254060e+00 7.00618038e-01 2.16621891e-02 1.24602416e-01 2.09669265e-09 9.64672588e-01
3.32759258e+00 6.94360748e-01 2.20520309e-02 1.28150745e-01 1.93848224e-09 9.62718770e-01
3.42491071e+00 7.29732341e-01 2.18257938e-02 1.24579284e-01 2.07967712e-09 9.72915186e-01
3.97315210e+00 7.25846501e-01 2.17620177e-02 1.21461672e-01 2.21587339e-09 9.60553031e-01
3.56211630e+00 6.84966100e-01 2.19133744e-02 1.20679997e-01 2.06522418e-09 9.64587371e-01
3.69777830e+00 7.15779633e-01 2.19342854e-02 1.26861861e-01 1.98324846e-09 9.60559461e-01
3.14747223e+00 7.34975211e-01 2.15084360e-02 1.19243637e-01 2.09677935e-09 9.69809266e-01
3.50429245e+00 6.95879444e-01 2.18224439e-02 1.10105615e-01 1.94456323e-09 9.72025484e-01
3.55002226e+00 7.06992008e-01 2.21576419e-02 1.11443931e-01 2.16222949e-09 9.66372553e-01
3.23539089e+00 6.84287870e-01 2.22190440e-02 1.17827965e-01 2.21182400e-09 9.68381608e-01
3.48105618e+00 6.89702679e-01 2.22061847e-02 1.26673664e-01 2.08502832e-09 9.61002767e-01
3.86193875e+00 7.07957761e-01 2.17703610e-02 1.15637013e-01 1.84720153e-09 9.59544434e-01
3.10941547e+00 7.28636287e-01 2.21572470e-02 1.23091023e-01 1.99465634e-09 9.62342121e-01
3.49284123e+00 6.78612455e-01 2.20671936e-02 1.26792560e-01 2.10971374e-09 9.65037125e-01
3.71392149e+00 6.99993501e-01 2.23485554e-02 1.19920987e-01 2.12234370e-09 9.63725792e-01
3.80592389e+00 6.66081165e-01 2.18122136e-02 1.18466988e-01 1.91884137e-09 9.67957665e-01
3.78312025e+00 6.90812624e-01 2.21406167e-02 1.20302301e-01 2.17000223e-09 9.70664120e-01
3.45986477e+00 6.93967900e-01 2.20057224e-02 1.12210965e-01 2.30339811e-09 9.64447015e-01
3.45606222e+00 7.44388111e-01 2.16681362e-02 1.23508973e-01 2.15405893e-09 9.65183860e-01
3.88742307e+00 7.05609528e-01 2.18358292e-02 1.13727849e-01 1.96692371e-09 9.57690787e-01
3.47639528e+00 7.24605198e-01 2.18326224e-02 1.16651951e-01 1.96775975e-09 9.69781036e-01
3.22951004e+00 6.78433704e-01 2.23604987e-02 1.21247826e-01 2.03682748e-09 9.56884320e-01
3.61146434e+00 7.17994221e-01 2.18401669e-02 1.30571894e-01 2.03725000e-09 9.61854358e-01
3.48060891e+00 7.10360713e-01 2.21078698e-02 1.20294082e-01 2.07788443e-09 9.69954008e-01
3.50848690e+00 7.09298904e-01 2.20937890e-02 1.24895231e-01 2.02751035e-09 9.58448059e-01
3.52737309e+00 7.27501286e-01 2.20727977e-02 1.17009715e-01 2.14247313e-09 9.66816860e-01
3.39281766e+00 7.04308716e-01 2.22557302e-02 1.17718526e-01 1.91809433e-09 9.63273754e-01
3.54940699e+00 7.11389263e-01 2.18881858e-02 1.14985711e-01 2.22774075e-09 9.68184192e-01
3.38181801e+00 6.54964608e-01 2.18412976e-02 1.22347785e-01 1.91580654e-09 9.66860267e-01
3.58119204e+00 7.40687527e-01 2.17414290e-02 1.16006842e-01 2.02809727e-09 9.73329695e-01
3.48705488e+00 6.94051499e-01 2.20397561e-02 1.19174467e-01 2.18519370e-09 9.65238482e-01
3.83402873e+00 6.77936974e-01 2.16347202e-02 1.15518502e-01 1.87548004e-09 9.71799406e-01
3.58409689e+00 6.96759470e-01 2.20824157e-02 1.20554543e-01 2.21017458e-09 9.68234590e-01
3.55070307e+00 6.96701502e-01 2.21804468e-02 1.23699692e-01 2.04946258e-09 9.65517517e-01
3.57700100e+00 6.98830814e-01 2.23259605e-02 1.16988413e-01 2.12719863e-09 9.65017904e-01
3.47644961e+00 6.72508442e-01 2.23599394e-02 1.19727950e-01 2.04574810e-09 9.64382046e-01
3.87531137e+00 6.94821794e-01 2.20459106e-02 1.24476249e-01 2.19519421e-09 9.66908241e-01
3.72880120e+00 6.99328341e-01 2.21288562e-02 1.20308537e-01 2.05875116e-09 9.68974269e-01
3.91244214e+00 7.11086597e-01 2.21398051e-02 1.17998372e-01 2.11799065e-09 9.60385843e-01
3.18274342e+00 6.85631790e-01 2.19958572e-02 1.13546721e-01 2.03664136e-09 9.69876734e-01
